pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,actual_threshold,raw_mces_result,error_message,result_type,is_exact,is_lower_bound,d1,d_bond,d_path,d2,d_rascal
8547,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C,961.636,961.636,1.14E-13,15.04964614,13.85180473,6,1,0,1,1,10,"(0, 6.0, 13.851804733276367, 1, 1, 10, 1.0, 0.0, 2.5, 1.0, 0)",,exact,1,0,1,0,2.5,1,0
9300,CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,836.189,835.069,1.12,1.477479935,0.312154531,11,2,0,0,0,10,"(0, 11.0, 0.31215453147888184, 2, 0, 10, 9.0, 7.5, None, 11.0, 0.0)",,lower_bound,0,1,9,7.5,,11,0
9385,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(=O)O[C@H](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN)[C@@H](O)CC1=O,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,862.095,863.447,1.352,1.211205244,0.002068281,22,2,0,0,0,10,"(0, 22.0, 0.0020682811737060547, 2, 0, 10, 22.0, None, None, None, 0.0)",,lower_bound,0,1,22,,,,0
9598,[H]C(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC,822.162,821.366,0.796,1.193748474,0.003026724,15,2,0,0,0,10,"(0, 15.0, 0.003026723861694336, 2, 0, 10, 15.0, None, None, None, 0.0)",,lower_bound,0,1,15,,,,0
10026,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,835.069,835.393,0.324,1.16539669,0.001994371,18,2,0,0,0,10,"(0, 18.0, 0.0019943714141845703, 2, 0, 10, 18.0, None, None, None, 0.0)",,lower_bound,0,1,18,,,,0
11417,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,807.339,807.339,2.27E-13,4.083994627,2.65267086,4,1,0,1,1,10,"(0, 4.0, 2.6526708602905273, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
12058,[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CC,821.366,822.074,0.708,1.170761347,0.001992464,17,2,0,0,0,10,"(0, 17.0, 0.001992464065551758, 2, 0, 10, 17.0, None, None, None, 0.0)",,lower_bound,0,1,17,,,,0
12518,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C,905.528,905.528,2.27E-13,14.69880366,13.49150229,6,1,0,1,1,10,"(0, 6.0, 13.491502285003662, 1, 1, 10, 0.0, 0.0, 1.0, 0.0, 0)",,exact,1,0,0,0,1,0,0
12707,[H][C@@](COC(=O)CCCCCCCC1OC1C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC,824.134,825.074,0.94,2.850445986,1.394456863,10,2,0,1,1,10,"(0, 10, 1.3944568634033203, 2, 1, 10, 7.0, 4.5, 9.0, 10.0, 0)",,lower_bound,0,1,7,4.5,9,10,0
13685,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC,821.366,821.366,2.27E-13,4.849391699,3.380685091,6,1,0,1,1,10,"(0, 6.0, 3.3806850910186768, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
14726,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCC[C@H](C)O,849.42,848.068,1.352,1.27960372,0.003025055,21,2,0,0,0,10,"(0, 21.0, 0.003025054931640625, 2, 0, 10, 21.0, None, None, None, 0.0)",,lower_bound,0,1,21,,,,0
14860,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC,807.339,807.339,2.27E-13,4.098525763,2.747661829,6,1,0,1,1,10,"(0, 6.0, 2.747661828994751, 1, 1, 10, 2.0, 0.0, 4.0, 2.0, 0)",,exact,1,0,2,0,4,2,0
16244,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C,933.497,933.582,0.085,2.090513706,0.738661289,16.75,2,0,0,0,10,"(0, 16.75, 0.7386612892150879, 2, 0, 10, 8.0, 10.0, 16.75, 10.0, 0.0)",,lower_bound,0,1,8,10,16.75,10,0
16264,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC,933.497,933.582,0.085,1.989420891,0.642803669,16.5,2,0,0,0,10,"(0, 16.5, 0.6428036689758301, 2, 0, 10, 8.0, 10.0, 16.5, 9.0, 0.0)",,lower_bound,0,1,8,10,16.5,9,0
18616,[H]C(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC,850.216,849.42,0.796,1.152828693,0.003023148,14,2,0,0,0,10,"(0, 14.0, 0.0030231475830078125, 2, 0, 10, 14.0, None, None, None, 0.0)",,lower_bound,0,1,14,,,,0
18696,[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C,877.474,877.474,0,4.889411211,3.637700319,4,1,0,1,1,10,"(0, 4.0, 3.637700319290161, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
19287,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,933.582,933.582,0,4.278665781,3.111727238,6,1,0,1,1,10,"(0, 6.0, 3.111727237701416, 1, 1, 10, 2.0, 0.0, 4.0, 2.0, 0)",,exact,1,0,2,0,4,2,0
20164,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](O)CC,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCC,836.145,837.368,1.223,1.218636036,0.002990723,14,2,0,0,0,10,"(0, 14.0, 0.00299072265625, 2, 0, 10, 14.0, None, None, None, 0.0)",,lower_bound,0,1,14,,,,0
20414,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC(C)C,905.528,905.528,1.14E-13,17.814677,16.5638206,6,1,0,1,1,10,"(0, 6.0, 16.563820600509644, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
21918,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,883.437,883.437,2.27E-13,9.867666245,8.606875658,8,1,0,1,1,10,"(0, 8.0, 8.606875658035278, 1, 1, 10, 0.0, 0.0, 1.0, 0.0, 0)",,exact,1,0,0,0,1,0,0
22549,CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)CCCCC)[C@H](O)CC1=O)COP(O)(=O)OC[C@@H](O)CO,[H][C@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,869.083,869.325,0.242,1.274817705,0.003027678,21,2,0,0,0,10,"(0, 21.0, 0.003027677536010742, 2, 0, 10, 21.0, None, None, None, 0.0)",,lower_bound,0,1,21,,,,0
23012,CCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)CC(O)O[C@@H]1\C=C\[C@@H](O)CCCCC,[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CC\C=C/C\C=C/C[C@@H](O)\C=C\C=C/C=C/[C@@H](O)C\C=C/CC)[C@H](O)\C=C\CCCCCCCCCCCCCCC,834.082,835.161,1.079,1.233782291,0.003087997,13,2,0,0,0,10,"(0, 13.0, 0.0030879974365234375, 2, 0, 10, 13.0, None, None, None, 0.0)",,lower_bound,0,1,13,,,,0
24511,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC,863.447,863.447,1.14E-13,3.852087736,2.656665564,4,1,0,1,1,10,"(0, 4.0, 2.656665563583374, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
25314,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,891.501,891.501,1.14E-13,12.45953536,11.23120284,6,1,0,1,1,10,"(0, 6.0, 11.231202840805054, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
26080,[H][C@@](COC(=O)CCC\C=C\C\C=C/C[C@H](O)\C=C/C=C\CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COP(O)(O)=O)OC(=O)CCC\C=C/[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CC,822.03,823.102,1.072,1.603919506,0.425918579,11.25,2,0,0,0,10,"(0, 11.25, 0.4259185791015625, 2, 0, 10, 5.0, 5.0, 11.25, 8.0, 0.0)",,lower_bound,0,1,5,5,11.25,8,0
26288,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC,821.366,821.366,0,4.764131546,3.609223604,6,1,0,1,1,10,"(0, 6.0, 3.6092236042022705, 1, 1, 10, 2.0, 0.0, 4.0, 2.0, 0)",,exact,1,0,2,0,4,2,0
27110,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC,919.555,919.555,1.14E-13,5.890599966,4.548177004,6,1,0,1,1,10,"(0, 6.0, 4.548177003860474, 1, 1, 10, 1.0, 0.0, 2.5, 1.0, 0)",,exact,1,0,1,0,2.5,1,0
28432,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC(C)C,807.339,807.339,0,3.370795727,2.152251244,6,1,0,1,1,10,"(0, 6.0, 2.1522512435913086, 1, 1, 10, 2.0, 0.0, 4.0, 2.0, 0)",,exact,1,0,2,0,4,2,0
28777,CC=CCC=CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(O)(O)=O)C1O)OC(=O)CCCCCCC\C=C/CC1OC1CCCCC,931.789,931.044,0.745,1.142362118,0.003000975,30,2,0,0,0,10,"(0, 30.0, 0.003000974655151367, 2, 0, 10, 30.0, None, None, None, 0.0)",,lower_bound,0,1,30,,,,0
29874,[H][C@@](COC(=O)CCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,822.074,821.366,0.708,1.153826475,0.002027512,18,2,0,0,0,10,"(0, 18.0, 0.0020275115966796875, 2, 0, 10, 18.0, None, None, None, 0.0)",,lower_bound,0,1,18,,,,0
30504,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCC1OC1C\C=C/C\C=C/C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,849.42,848.156,1.264,1.120707512,0.003024101,20,2,0,0,0,10,"(0, 20.0, 0.0030241012573242188, 2, 0, 10, 20.0, None, None, None, 0.0)",,lower_bound,0,1,20,,,,0
32572,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC,989.69,989.605,0.085,1.808202505,0.651100874,16.75,2,0,0,0,10,"(0, 16.75, 0.6511008739471436, 2, 0, 10, 8.0, 10.0, 16.75, 10.0, 0.0)",,lower_bound,0,1,8,10,16.75,10,0
33291,CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,919.555,919.555,0,4.374889851,3.221768856,6,1,0,1,1,10,"(0, 6.0, 3.221768856048584, 1, 1, 10, 1.0, 0.0, 2.5, 1.0, 0)",,exact,1,0,1,0,2.5,1,0
34298,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C,849.42,849.42,1.14E-13,18.49750996,17.32768106,6,1,0,1,1,10,"(0, 6.0, 17.327681064605713, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
35595,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCC[C@@H](O)\C=C/C=C/C=C/[C@@H](O)C\C=C/CCCCC,CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@H](O)CO,851.068,851.065,0.003,1.558831215,0.410250902,14,2,0,0,0,10,"(0, 14.0, 0.4102509021759033, 2, 0, 10, 9.0, 9.0, None, 14.0, 0.0)",,lower_bound,0,1,9,9,,14,0
36157,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,905.528,905.528,0,15.32075405,14.16365671,6,1,0,1,1,10,"(0, 6.0, 14.16365671157837, 1, 1, 10, 0.0, 0.0, 0.0, 0.0, 0)",,exact,1,0,0,0,0,0,0
